book_index,family_id,home,slug,space_claim,claim_kind,evidence,time,coordinates,relations,support,boundary,source,reason,limit
"B035","SPF024","criteria","inverse-local-system-reconstruction","inverse reconstruction on any fixed locally finite Space D","variant","proved","target discrete t; candidate t+1 slices are complete immutable assignments on D","[t,p] for p in D","finite dependency hyperedges connect every output p to its predecessor neighborhood","fixed D or a declared finite reconstruction window","declared system boundary and observation mask","ref/A-New-Kind-of-Science/CHAPTERS/10-Processes-of-Perception-and-Analysis/10-Processes-of-Perception-and-Analysis.md:L577-L591;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/10-Processes-of-Perception-and-Analysis-Notes/10-Processes-of-Perception-and-Analysis-Notes.md:L608-L624","Replacing each 1D local equation by the corresponding finite-neighborhood equation on D yields the same constraint system and branch/prune reconstruction. The solver depends on dependency overlap, not Euclidean rank.","The proof requires finite neighborhoods, a fixed local law, and finite window or an intensional solution relation; it does not cover unrestricted continuous inverse problems."
"B035","SPF024","criteria","inverse-local-system-reconstruction","backtracking tree treated as physical Space","encoding","shown","search work has a traversal order separate from target CA time","search-node path","parent-child candidate-extension relation","dynamic search tree","contradiction-pruned leaves","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/10-Processes-of-Perception-and-Analysis-Notes/10-Processes-of-Perception-and-Analysis-Notes.md:L608-L620","The Book uses a possibility tree as an algorithm for finding assignments.","It is diagnostic solver state, not the reconstructed system's native Space."
"B036","SPF020","media","hash-index-transform","ordered key plus finite addressed hash table","native","shown","discrete operation time t; insert or lookup produces a complete immutable t+1 table slice and copies untouched buckets","[t,tag,address], with key-element index i, bucket b, and collision-chain or probe position j","hash fold from key order to b; exact equality and chain or probe relation","finite table; variable occupied bucket and chain support","fixed bucket range and declared collision policy","ref/A-New-Kind-of-Science/CHAPTERS/10-Processes-of-Perception-and-Analysis/10-Processes-of-Perception-and-Analysis.md:L829-L839;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/10-Processes-of-Perception-and-Analysis-Notes/10-Processes-of-Perception-and-Analysis-Notes.md:L976-L980","The hash code selects an independently addressed memory location, after which exact data equality resolves the operation.","A hash value is an address in the table, not a geometric spatial coordinate."
"B036","SPF020","media","hash-index-transform","layered similarity-preserving template hash","variant","shown","discrete layer or application time; each layer is a complete immutable activation slice","[t,layer,node]","fixed directed inputs from selected positions in the previous layer and a template-match predicate","fixed finite layered network","input and output layers","ref/A-New-Kind-of-Science/CHAPTERS/10-Processes-of-Perception-and-Analysis/10-Processes-of-Perception-and-Analysis.md:L841-L879","The Book constructs hash-like representations using sequences of layers whose cells read fixed sets of prior-layer positions.","Layer and node are structural coordinates; an image's visual origin does not prove native t+2D input."
"B036","SPF020","media","hash-index-transform","arbitrary finite key datum with unchanged table Space","variant","proved","discrete immutable insert or lookup operations","[t,table-address] plus whatever finite coordinate set D the closed hash fold reads","hash fold maps the complete key assignment on D to one bucket","fixed finite table and finite key support","table range and collision policy","ref/A-New-Kind-of-Science/CHAPTERS/10-Processes-of-Perception-and-Analysis/10-Processes-of-Perception-and-Analysis.md:L833-L839","The Book explicitly says a word or other piece of data can be hashed and that the scheme is independent of data kind. Once a deterministic fold from D to a bucket is supplied, table lookup mechanics is unchanged.","This does not provide a universal fold preserving locality or similarity for every D; a tree lookup is named as an alternative, not a hash Space."
"B037","SPF010","machina","enumerative-semidecision","t-only sequential candidate enumeration","native","shown","discrete unbounded t; each t+1 retains the query and prior tested-candidate record while advancing to one next candidate","[t]","total enumeration order and match predicate","one current candidate plus immutable tested prefix; time may be unbounded","start index; no terminal boundary unless a match occurs","ref/A-New-Kind-of-Science/CHAPTERS/10-Processes-of-Perception-and-Analysis/10-Processes-of-Perception-and-Analysis.md:L975-L989;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/10-Processes-of-Perception-and-Analysis-Notes/10-Processes-of-Perception-and-Analysis-Notes.md:L5-L15","Candidate identity is supplied by the enumeration index itself, so the minimal native Space has explicit time and no spatial axis.","A candidate program or description is a value at t, not a spatial word unless an implementation deliberately exposes its internals."
"B037","SPF010","machina","enumerative-semidecision","least-witness mu search","variant","stated","discrete t over candidate witnesses; divergence is an infinite trajectory","[t]","natural-number order and decidable predicate at each t","unbounded tested prefix","starts at the declared least candidate","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/11-The-Notion-of-Computation-Notes/11-The-Notion-of-Computation-Notes.md:L848-L855","The mu operator returns the smallest t satisfying the condition and never returns when none exists.","Non-result is unbounded time, not an empty spatial domain."
"B037","SPF010","machina","enumerative-semidecision","candidate descriptions exposed as t+1D program strings","encoding","shown","outer enumeration remains t-only; any string position is an inner representation coordinate","[t,i] only in the chosen candidate codec","string order","finite candidate representation at each t","candidate-string ends","ref/A-New-Kind-of-Science/CHAPTERS/10-Processes-of-Perception-and-Analysis/10-Processes-of-Perception-and-Analysis.md:L985-L989;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/10-Processes-of-Perception-and-Analysis-Notes/10-Processes-of-Perception-and-Analysis-Notes.md:L5-L11","Programs can be represented by strings, but the semidecision mechanic treats each generated description as one candidate.","Codec rank is not native family rank."
"B038","SPF013","machina","finite-gate-circuit","finite classical wire Space with fixed gate schedule","native","stated","discrete gate or layer time t; every gate/layer yields a complete immutable t+1 wire assignment and copies untouched wires","[t,w], with w a finite wire ID","fixed gate incidence and precedence or layer relation","fixed finite wire set","input and output wire interfaces","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/10-Processes-of-Perception-and-Analysis-Notes/10-Processes-of-Perception-and-Analysis-Notes.md:L903-L904;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L560-L576","Finite-arity gates read and replace addressed wires under an input-independent schedule.","Wire count is cardinality, not Cartesian spatial dimension."
"B038","SPF013","machina","finite-gate-circuit","ordered sorting-network wires","variant","shown","discrete comparison or parallel-layer time t with immutable complete list slices","[t,i]","total wire order and fixed pair-comparison edges; disjoint pairs may share a layer","fixed finite ordered wires","list ends","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L331-L347","A fixed sequence or disjoint layer of pair comparisons acts on indexed list positions.","The 2D network diagram is wiring layout, not t+2D data."
"B038","SPF013","machina","finite-gate-circuit","quantum amplitude basis Space","variant","stated","discrete gate time t followed by an optional terminal measurement stage","[t,b], with b in {0,1}^n indexing complete basis configurations","unitary matrix relation and selected one- or two-qubit gate incidence","fixed support of 2^n complex amplitudes","normalization constraint; no geometric boundary","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L560-L574","Entanglement prevents assigning independent local values to qubit wires; the Book explicitly represents state by one amplitude per complete spin configuration.","Complex amplitudes are Alphabet values. Their continuity does not make Space continuous."
"B038","SPF013","machina","finite-gate-circuit","cellular-automaton realization of a logic circuit","encoding","shown","inner emulator time tau over a 1D CA","[tau,x]","CA nearest-neighbor relations encode circuit signals","1D CA support","emulator boundary","ref/A-New-Kind-of-Science/CHAPTERS/11-The-Notion-of-Computation/11-The-Notion-of-Computation.md:L281-L291","The Book explicitly calls the CA an emulation of basic logic circuits.","The emulator's t+1D Space is not native circuit Space."
"B039","SPF018","criteria","global-equation-relation","finite named-variable relation","native","shown","one-shot stages t in {0,1}; each solution branch adds a complete immutable variable assignment","[t,v], with v in a finite set of variable names","one global equation or conjunction over all named variables","fixed finite variable support; zero, one, or many assignments","value-domain restrictions such as nonnegative integers","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes/05-Two-Dimensions-and-Beyond-Notes.md:L721-L747;ref/A-New-Kind-of-Science/CHAPTERS/12-The-Principle-of-Computational-Equivalence/12-The-Principle-of-Computational-Equivalence.md:L885-L905","Variables are independently bound and read by a global relation, so variable IDs are coordinates. Numeric domain and tuple length are value-schema and support parameters.","Plots with axes named x and y visualize solution sets; they are not iterative t+2D Space."
"B039","SPF018","criteria","global-equation-relation","Post-correspondence sequence relation","variant","shown","one-shot relation over candidate sequences, or monotone candidate-length search time","[t,i], with a tile-pair choice at each ordered position i","upper and lower concatenation maps and equality of the completed words","finite but unbounded candidate sequence support","sequence start; no fixed maximum length","ref/A-New-Kind-of-Science/CHAPTERS/12-The-Principle-of-Computational-Equivalence/12-The-Principle-of-Computational-Equivalence.md:L541-L555;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L241-L291","The unknown is an ordered finite sequence of pair indices whose two derived concatenations must agree.","Upper and lower strings are related derived channels, not two spatial dimensions."
"B039","SPF018","criteria","global-equation-relation","word-equation assignments","variant","stated","one-shot solution relation","[t,var,i], with i indexing positions inside each variable's finite word","word concatenation and equality constraints","variable-length finite word support for each named variable","word starts and ends","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L314-L316","Variables range over complete finite words, so their internal positions are independently addressed support.","This is genuinely ordered t+1D per variable, unlike a numeric tuple whose components are merely named variables."
"B039","SPF018","criteria","global-equation-relation","cellular-automaton history packed into integer variables","encoding","shown","the represented CA has [tau,x], but the equation itself remains a one-shot variable relation","[t,v] natively; decoded [tau,x] only through the encoding","arithmetic decoding relation","fixed finite equation variables with potentially enormous integer values","integer-domain restrictions","ref/A-New-Kind-of-Science/CHAPTERS/12-The-Principle-of-Computational-Equivalence/12-The-Principle-of-Computational-Equivalence.md:L885-L905;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L920-L966","The Book explicitly says integer variables encode initial conditions and complete evolution histories.","The represented t+1D system does not become the native Space of the equation relation."
"B040","SPF014","criteria","finite-model-satisfaction","finite binary-operator table Space","native","shown","one-shot stages t in {0,1}; each satisfying branch is a complete immutable table","[t,a,b] for table arguments a,b in a finite value set","table lookup and universal evaluation of every variable assignment against every axiom","fixed complete k by k table","finite value-domain bounds; no spatial boundary","ref/A-New-Kind-of-Science/CHAPTERS/12-The-Principle-of-Computational-Equivalence/12-The-Principle-of-Computational-Equivalence.md:L1073-L1105;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L1245-L1257","Every binary table entry is independently selected and all assignments are tested, making the argument pair a genuine finite t+2D table coordinate.","The variables used to test axioms are quantified witnesses, not additional persistent Space axes."
"B040","SPF014","criteria","finite-model-satisfaction","n-ary finite-operator table Space","variant","stated","one-shot immutable model branches","[t,a1,...,an]","n-argument table lookup and universal axiom evaluation","fixed complete support of k^n entries","finite value-domain bounds","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L1189-L1198,L1260-L1264","The Notes explicitly define f with n arguments and k possible values and later exhibit three-argument operators. Thus the table Space is t+nD for arbitrary finite arity n.","n is operator arity, not ambient geometric dimension; support must remain finite."
"B040","SPF014","criteria","finite-model-satisfaction","tagged collection of operators with differing arities, including constants","variant","stated","one-shot immutable model branches","[t,operator,a1,...,arity(operator)]","operator tag selects the appropriate complete finite lookup relation","finite tagged union of complete tables","finite carrier and declared signatures","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/12-The-Principle-of-Computational-Equivalence-Notes/12-The-Principle-of-Computational-Equivalence-Notes.md:L1180-L1198,L1257-L1264","The Book treats constants as zero-argument functions and discusses systems with multiple operators and different arities.","A heterogeneous signature is a tagged coordinate union, not padding every operator into one semantic class."
"B040","SPF014","criteria","finite-model-satisfaction","infinite or continuously valued operator models","excluded","stated","would require a nonfinite one-shot relation","continuous or infinite argument domains","nonenumerable table or analytic operator relation","infinite support","problem-specific","ref/A-New-Kind-of-Science/CHAPTERS/12-The-Principle-of-Computational-Equivalence/12-The-Principle-of-Computational-Equivalence.md:L1075-L1081","The Book contrasts the finite-table method with operators not based on finite tables and says exhaustive evaluation is straightforward only for the finite case.","The cited family evidence does not establish infinite-table satisfaction."
"B041","SPF002","substitua","append-only-sequence-generation","t+1D discrete ordered growing sequence","native","shown","discrete append round t; each round creates a complete immutable prefix state","[t,i] with i in N an emitted-symbol position","total order and successor on i","finite prefix S_t with S_t subset S_(t+1); old positions copy unchanged and one finite block is appended","one open append end; no spatial wrap or exterior read","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/04-Systems-Based-on-Numbers-Notes/04-Systems-Based-on-Numbers-Notes.md:L203-L210;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/04-Systems-Based-on-Numbers-Notes/04-Systems-Based-on-Numbers-Notes.md:L569-L600","The digit-count rule appends the binary sum to the existing list and concatenation appends successive digit blocks; both preserve the prior list as an exact prefix.","Only ordered 1D symbol support is established; treating the whole word as one t-only value is an encoding that hides addressed positions; no branching or higher-dimensional closure is shown."
"B042","SPF044","machina","recursive-function-evaluator","t-only discrete evaluator configurations","native","shown","discrete evaluation microstep t; nontermination gives an unbounded t axis","[t] with the current expression stack control and arguments in the value schema","evaluation order is rule data; no spatial relation","one complete evaluator configuration per t; primitive recursion can be unwound as a Fold and general minimization can run forever","none","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/04-Systems-Based-on-Numbers-Notes/04-Systems-Based-on-Numbers-Notes.md:L260-L267;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/04-Systems-Based-on-Numbers-Notes/04-Systems-Based-on-Numbers-Notes.md:L316-L364","The Book specifies leftmost-innermost evaluation and gives both finite Fold evaluation and an unbounded-search operator; the minimal machine state can therefore be one structured value at each explicit time.","Argument arity is value structure rather than spatial rank; this row does not assert independently addressed calls or storage."
"B042","SPF044","machina","recursive-function-evaluator","t+keyed memo-address space","variant","stated","discrete evaluation microstep t","[t,k] for cached argument key k plus a distinguished control locus","key lookup from a call to its stored result","monotonically growing finite cache during a terminating evaluation; current expression/control persists as state","none","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/04-Systems-Based-on-Numbers-Notes/04-Systems-Based-on-Numbers-Notes.md:L260-L267","The Book says all previously computed f[n] values must be stored to avoid recomputation, making memo keys independently read addresses in this realization.","The source does not prescribe a cache layout or prove that every recursive evaluator uses memoization."
"B042","SPF044","machina","recursive-function-evaluator","t+relational call-tree trace","encoding","shown","evaluation time t remains explicit; tree depth is not time","[t,p] where p is a finite call-tree path","parent-child dependency between calls","finite or growing derivation tree for the displayed recurrence","none","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/04-Systems-Based-on-Numbers-Notes/04-Systems-Based-on-Numbers-Notes.md:L308-L312","The Book says an evaluation can be thought of as yielding a tree of recursive calls.","This is a dependency-trace presentation for the cited recurrences, not a required native carrier for every recursive evaluator."
"B043","SPF022","substitua","history-dependent-growth-rewrite","t+2D discrete lattice with provenance relation","native","shown","discrete growth round t; each round commits one immutable complete slice","[t,x,y] with x,y in Z","2D local-offset relation plus retained directed parent or birth provenance read by later rounds","finite monotone occupied support; old sites and provenance persist while all eligible sites are added","unbounded ambient lattice; no finite boundary policy is stated","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes/05-Two-Dimensions-and-Beyond-Notes.md:L130-L151","The Ulam construction stores coordinate-parent pairs and later eligibility depends on retained history, so provenance is a relation over addressed lattice sites rather than a color alone.","Only the 2D construction is established; a d-dimensional provenance rule is not stated or mechanically fixed by this passage."
"B043","SPF022","substitua","history-dependent-growth-rewrite","t+1D ordinary cellular-automaton fragment","excluded","shown","discrete CA generations","[t,x]","nearest-neighbor CA relation","ordinary CA support","ordinary CA boundary law","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes/05-Two-Dimensions-and-Beyond-Notes.md:L149-L155","The Book says a part of the Ulam rule alone yields rule 90 in 1D.","Dropping the history/provenance clauses changes the defining mechanics, so this is another family rather than a Space variant of history-dependent growth."
"B043","SPF022","substitua","history-dependent-growth-rewrite","t+dD history-dependent growth for d other than 2","unknown","unresolved","would require explicit discrete growth time","not established","not established","not established","not established","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes/05-Two-Dimensions-and-Beyond-Notes.md:L130-L151","The cited rule is written with 2D coordinate offsets and 2D distance tests.","No Book statement or dimension-independent provenance/eligibility law establishes other d."
"B044","SPF027","criteria","local-factor-weighted-relation","one-shot t+1D ordered sequence factor relation","native","shown","one-shot evaluation stage tau=0 to tau=1; sequence position is not evolution time","[tau,i] for finite sequence position i","overlapping finite-block incidence","fixed candidate sequence or intensional set of candidate sequences","endpoint factors or boundary convention are required but not specified","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/10-Processes-of-Perception-and-Analysis-Notes/10-Processes-of-Perception-and-Analysis-Notes.md:L493-L494","The Book assigns sequence probabilities by multiplying simple functions evaluated on nearby blocks.","There is no intrinsic iteration from one candidate sequence to another; normalization/search is an outer one-shot reduction."
"B044","SPF027","criteria","local-factor-weighted-relation","one-shot t+2D spin-lattice energy relation","variant","stated","one-shot evaluation or minimization stage tau","[tau,x,y] for a 2D spin array","neighbor incidence of each local energy term","fixed array and the candidate assignment space over it","not specified","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes/05-Two-Dimensions-and-Beyond-Notes.md:L704-L705","The Book defines each spin energy from neighboring spins and the ground state by minimum total energy, including generalized Ising and spin-glass couplings.","The passage establishes 2D but does not state arbitrary lattice dimension or an evolutionary relaxation rule."
"B044","SPF027","criteria","local-factor-weighted-relation","one-shot t+weighted graph path relation","variant","stated","one-shot optimization stage tau","[tau,v] and optionally independently addressed edge loci","graph incidence and path order","fixed finite atom-bond graph; candidate support is the set of paths","none stated","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes/08-Implications-for-Everyday-Systems-Notes.md:L57-L60","The random-bond fracture model selects paths minimizing the sum of local bond strengths.","This is a global selection over locally weighted edges, not dynamic crack propagation; continuum fracture equations are a separate model."
"B044","SPF027","criteria","local-factor-weighted-relation","one-shot t+finite factor-hypergraph relation","variant","proved","one-shot evaluation stage tau","[tau,v] for variable loci and optionally [tau,f] for factor loci","finite factor-variable incidence hyperedges","any fixed finite addressed variable set with finite-scope factors","boundary effects must themselves be explicit factors or a supplied read law","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/10-Processes-of-Perception-and-Analysis-Notes/10-Processes-of-Perception-and-Analysis-Notes.md:L493-L494;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes/05-Two-Dimensions-and-Beyond-Notes.md:L704-L705","Both Book cases use the same invariant: evaluate finite-scope local terms on one complete assignment then combine them by the declared associative reduction; replacing line/grid neighborhoods by finite hyperedges changes only incidence, not reads or reduction.","Proof stops at finite-scope factors and the family reductions such as product or sum; an unrestricted whole-configuration factor makes locality vacuous, and no temporal transition is implied."
"B045","SPF043","substitua","random-functional-graph-construction","one-shot t+finite node-address space with functional relation","native","stated","construction stage tau has an initial node set and one committed output stage","[tau,v] for v in a labeled n-node set","directed successor relation succ(v) with exactly one outgoing target per node","fixed finite support of n nodes; all successor slots are filled in the one-shot commit","none","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/06-Starting-from-Randomness-Notes/06-Starting-from-Randomness-Notes.md:L589-L591","Each labeled node independently chooses one successor from the same set; cycles and predecessor trees are properties of the resulting relation.","Only finite n is supported; there is no iterative graph rewrite or node growth."
"B045","SPF043","substitua","random-functional-graph-construction","t+2D graph drawing","encoding","shown","one-shot construction time remains explicit","page-layout coordinates only","drawn arcs represent the successor relation","same finite graph","none","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/06-Starting-from-Randomness-Notes/06-Starting-from-Randomness-Notes.md:L589-L591","The Book displays the sampled networks as pictures.","The drawing coordinates are a rendering and play no role in successor sampling, so they are not native Space."
"B046","SPF006","dynamica","continuous-event-dynamics","continuous t+2D bounded billiard table","native","shown","continuous physical time t with geometry-determined collision event times","[t,x,y] in a bounded continuous table; velocity is a value attribute of the moving ball","straight-flight worldline segments joined by boundary-hit events","one moving point per t inside the table","reflecting horizontal and vertical table sides","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes/07-Mechanisms-in-Programs-and-Nature-Notes.md:L58-L62","The Book describes a billiard ball moving on a table and records the side-hit sequence determined by its starting slope.","The passage establishes a 2D table but not a dimension-independent reflection law; t+1D t+3D and arbitrary manifolds remain unproved. The side-hit word is an observer output, not native Space."
"B047","SPF015","substitua","first-passage-aggregation","t+2D square-lattice cluster and walker","native","shown","explicit random-walk microtime within discrete attachment cycles; a contact event commits the next immutable cluster slice","[t,x,y] for cluster occupancy and walker position","square-lattice adjacency and first-contact relation","monotone finite cluster plus one transient walker; old cluster sites copy unchanged and one site is added at contact","release and escape policy are episode data; no wrap is stated","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes/07-Mechanisms-in-Programs-and-Nature-Notes.md:L355-L365;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes/08-Implications-for-Everyday-Systems-Notes.md:L45-L50","A cell starts far away, performs a random walk on the 2D lattice, and sticks at the first square adjacent to the cluster.","The Book passages do not directly establish Brownian continuous-space DLA."
"B047","SPF015","substitua","first-passage-aggregation","t+locally-finite connected graph","variant","proved","explicit walk-step time and attachment-event time","[t,v] for v in graph vertices","fixed adjacency supplies walk transitions and cluster contact","monotone finite aggregate and one walker on a fixed connected graph","release escape and target boundary laws must make first passage well defined","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes/07-Mechanisms-in-Programs-and-Nature-Notes.md:L359-L365;ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes/08-Implications-for-Everyday-Systems-Notes.md:L50-L50","The invariant mechanics use only a Markov move along adjacency, a test for first adjacency to the aggregate, and irreversible addition; replacing the square lattice by any locally finite connected graph leaves all three operations unchanged.","Proof requires a specified transition kernel and almost-sure or explicitly bounded first-passage handling; it does not cover continuous Brownian motion, changing topology, or direct frontier sampling."
"B047","SPF015","substitua","first-passage-aggregation","t+2D multicolor cellular-automaton simulation","encoding","stated","ordinary discrete CA time","[t,x,y]","local CA neighborhood","full CA slices with black white and mobile gray states","CA boundary policy","ref/A-New-Kind-of-Science/BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes/08-Implications-for-Everyday-Systems-Notes.md:L45-L52","The Book explains that rapidly rearranging gray cells can emulate incoming random walkers and obtain DLA-like results.","It is explicitly an analog whose exact equivalence depends on rule details, not the native first-passage construction."
